image;label
ISIC_0000346;0
ISIC_0000348;0
ISIC_0000349;0
ISIC_0000350;0
ISIC_0000351;0
ISIC_0000352;0
ISIC_0000353;0
ISIC_0000354;0
ISIC_0000355;0
ISIC_0000357;0
ISIC_0000358;0
ISIC_0000359;0
ISIC_0000360;0
ISIC_0000361;0
ISIC_0000363;0
ISIC_0000364;0
ISIC_0000365;0
ISIC_0000366;0
ISIC_0000367;0
ISIC_0000368;0
ISIC_0000370;0
ISIC_0000372;0
ISIC_0000374;0
ISIC_0000376;0
ISIC_0000377;0
ISIC_0000378;0
ISIC_0000379;0
ISIC_0000380;0
ISIC_0000381;0
ISIC_0000382;0
ISIC_0000383;0
ISIC_0000384;0
ISIC_0000385;0
ISIC_0000386;0
ISIC_0000387;0
ISIC_0000388;0
ISIC_0000391;0
ISIC_0000392;0
ISIC_0000396;0
ISIC_0000397;0
ISIC_0000403;0
ISIC_0000407;0
ISIC_0000408;0
ISIC_0000409;0
ISIC_0000416;0
ISIC_0000418;0
ISIC_0000419;0
ISIC_0000421;0
ISIC_0000423;0
ISIC_0000425;0
ISIC_0000426;0
ISIC_0000427;0
ISIC_0000431;0
ISIC_0000433;0
ISIC_0000436;0
ISIC_0000439;0
ISIC_0000442;0
ISIC_0000443;0
ISIC_0000447;0
ISIC_0000448;0
ISIC_0000449;0
ISIC_0000451;0
ISIC_0000453;0
ISIC_0000455;0
ISIC_0000456;0
ISIC_0000457;0
ISIC_0000458;0
ISIC_0000460;0
ISIC_0000461;0
ISIC_0000465;0
ISIC_0000470;0
ISIC_0000471;0
ISIC_0000473;0
ISIC_0000474;0
ISIC_0000476;0
ISIC_0000477;0
ISIC_0000479;0
ISIC_0000480;0
ISIC_0000481;0
ISIC_0000483;0
ISIC_0000485;0
ISIC_0000486;0
ISIC_0000488;0
ISIC_0000489;0
ISIC_0000490;0
ISIC_0000491;0
ISIC_0000492;0
ISIC_0000493;0
ISIC_0000494;0
ISIC_0000495;0
ISIC_0000496;0
ISIC_0000498;0
ISIC_0000499;0
ISIC_0000500;0
ISIC_0000501;0
ISIC_0000503;0
ISIC_0000504;0
ISIC_0000505;0
ISIC_0000506;0
ISIC_0000507;0
ISIC_0000508;0
ISIC_0000509;0
ISIC_0000510;0
ISIC_0000514;0
ISIC_0000515;0
ISIC_0000523;0
ISIC_0000524;0
ISIC_0000525;0
ISIC_0000527;0
ISIC_0000528;0
ISIC_0000529;0
ISIC_0000530;0
ISIC_0000532;0
ISIC_0000534;0
ISIC_0000535;0
ISIC_0000536;0
ISIC_0000537;0
ISIC_0000538;0
ISIC_0000539;0
ISIC_0000540;0
ISIC_0000541;0
ISIC_0000542;0
ISIC_0000543;0
ISIC_0000544;0
ISIC_0000545;0
ISIC_0000546;0
ISIC_0000556;0
ISIC_0000882;0
ISIC_0000900;0
ISIC_0000999;0
ISIC_0001163;0
ISIC_0001181;0
ISIC_0001184;0
ISIC_0001185;0
ISIC_0001186;0
ISIC_0001188;0
ISIC_0001190;0
ISIC_0001191;0
ISIC_0001204;0
ISIC_0001212;0
ISIC_0001213;0
ISIC_0001216;0
ISIC_0001242;0
ISIC_0001247;0
ISIC_0001254;0
ISIC_0001262;0
ISIC_0001267;0
ISIC_0001275;0
ISIC_0001286;0
ISIC_0001292;0
ISIC_0001296;0
ISIC_0001299;0
ISIC_0001306;0
ISIC_0001367;0
ISIC_0001372;0
ISIC_0001374;0
ISIC_0001385;0
ISIC_0001423;0
ISIC_0001427;0
ISIC_0001442;0
ISIC_0001449;0
ISIC_0001769;0
ISIC_0001852;0
ISIC_0001871;0
ISIC_0001960;0
ISIC_0002093;0
ISIC_0002107;0
ISIC_0002206;0
ISIC_0002246;0
ISIC_0002251;0
ISIC_0002287;0
ISIC_0002353;0
ISIC_0002374;0
ISIC_0002438;0
ISIC_0002439;0
ISIC_0002453;0
ISIC_0002459;0
ISIC_0002469;0
ISIC_0002476;0
ISIC_0002488;0
ISIC_0002489;0
ISIC_0002616;0
ISIC_0002647;0
ISIC_0002673;0
ISIC_0002780;0
ISIC_0002806;0
ISIC_0002829;0
ISIC_0002836;0
ISIC_0002871;0
ISIC_0002879;0
ISIC_0002885;0
ISIC_0002948;0
ISIC_0002975;0
ISIC_0002976;0
ISIC_0003005;0
ISIC_0003056;0
ISIC_0003174;0
ISIC_0003308;0
ISIC_0003346;0
ISIC_0003462;0
ISIC_0003539;0
ISIC_0003559;0
ISIC_0003582;0
ISIC_0003657;0
ISIC_0003728;0
ISIC_0003805;0
ISIC_0004110;0
ISIC_0004115;0
ISIC_0004168;0
ISIC_0004309;0
ISIC_0004337;0
ISIC_0004346;0
ISIC_0004715;0
ISIC_0004985;0
ISIC_0005000;0
ISIC_0005187;0
ISIC_0005247;0
ISIC_0005548;0
ISIC_0005555;0
ISIC_0005620;0
ISIC_0005639;0
ISIC_0005666;0
ISIC_0005787;0
ISIC_0006021;0
ISIC_0006114;0
ISIC_0006193;0
ISIC_0006350;0
ISIC_0006612;0
ISIC_0006651;0
ISIC_0006671;0
ISIC_0006711;0
ISIC_0006776;0
ISIC_0006795;0
ISIC_0006800;0
ISIC_0006815;0
ISIC_0006914;0
ISIC_0006940;0
ISIC_0006982;0
ISIC_0007038;0
ISIC_0007087;0
ISIC_0007141;0
ISIC_0007156;0
ISIC_0007241;0
ISIC_0007322;0
ISIC_0007332;0
ISIC_0007344;0
ISIC_0007475;0
ISIC_0007528;0
ISIC_0007557;0
ISIC_0007693;0
ISIC_0007760;0
ISIC_0007788;0
ISIC_0007796;0
ISIC_0008029;0
ISIC_0008116;0
ISIC_0008145;0
ISIC_0008207;0
ISIC_0008236;0
ISIC_0008256;0
ISIC_0008280;0
ISIC_0008294;0
ISIC_0008347;0
ISIC_0008396;0
ISIC_0008403;0
ISIC_0008406;0
ISIC_0008507;0
ISIC_0008524;0
ISIC_0008528;0
ISIC_0008541;0
ISIC_0008552;0
ISIC_0008600;0
ISIC_0008626;0
ISIC_0008659;0
ISIC_0008785;0
ISIC_0008807;0
ISIC_0008879;0
ISIC_0008913;0
ISIC_0008992;0
ISIC_0008993;0
ISIC_0008998;0
ISIC_0009035;0
ISIC_0009078;0
ISIC_0009083;0
ISIC_0009160;0
ISIC_0009165;0
ISIC_0009188;0
ISIC_0009201;0
ISIC_0009252;0
ISIC_0009297;0
ISIC_0009298;0
ISIC_0009344;0
ISIC_0009430;0
ISIC_0009504;0
ISIC_0009533;0
ISIC_0009564;0
ISIC_0009583;0
ISIC_0009599;0
ISIC_0009758;0
ISIC_0009800;0
ISIC_0009860;0
ISIC_0009869;0
ISIC_0009873;0
ISIC_0009874;0
ISIC_0009875;0
ISIC_0009877;0
ISIC_0009879;0
ISIC_0009880;0
ISIC_0009881;0
ISIC_0009883;0
ISIC_0009884;0
ISIC_0009885;0
ISIC_0009888;0
ISIC_0009889;0
ISIC_0009891;0
ISIC_0009895;0
ISIC_0009896;0
ISIC_0009899;0
ISIC_0009901;0
ISIC_0009902;0
ISIC_0009904;0
ISIC_0009906;0
ISIC_0009909;0
ISIC_0009914;0
ISIC_0009915;0
ISIC_0009917;0
ISIC_0009919;0
ISIC_0009920;0
ISIC_0009921;0
ISIC_0009923;0
ISIC_0009925;0
ISIC_0009928;0
ISIC_0009929;0
ISIC_0009930;0
ISIC_0009931;0
ISIC_0009932;0
ISIC_0009933;0
ISIC_0009935;0
ISIC_0009936;0
ISIC_0009937;0
ISIC_0009938;0
ISIC_0009939;0
ISIC_0009940;0
ISIC_0009941;0
ISIC_0009942;0
ISIC_0009943;0
ISIC_0009944;0
ISIC_0009945;0
ISIC_0009946;0
ISIC_0009947;0
ISIC_0009948;0
ISIC_0009949;0
ISIC_0009951;0
ISIC_0009953;0
ISIC_0009954;0
ISIC_0009956;0
ISIC_0009958;0
ISIC_0009961;0
ISIC_0009962;0
ISIC_0009964;0
ISIC_0009965;0
ISIC_0009966;0
ISIC_0009967;0
ISIC_0009969;0
ISIC_0009970;0
ISIC_0009972;0
ISIC_0009973;0
ISIC_0009974;0
ISIC_0009975;0
ISIC_0009976;0
ISIC_0009977;0
ISIC_0009978;0
ISIC_0009979;0
ISIC_0009980;0
ISIC_0009981;0
ISIC_0009982;0
ISIC_0009987;0
ISIC_0009988;0
ISIC_0009990;0
ISIC_0009991;0
ISIC_0009994;0
ISIC_0009995;0
ISIC_0009998;0
ISIC_0010002;0
ISIC_0010003;0
ISIC_0010005;0
ISIC_0010006;0
ISIC_0010009;0
ISIC_0010010;0
ISIC_0010013;0
ISIC_0010014;0
ISIC_0010015;0
ISIC_0010017;0
ISIC_0010018;0
ISIC_0010019;0
ISIC_0010020;0
ISIC_0010021;0
ISIC_0010022;0
ISIC_0010025;0
ISIC_0010028;0
ISIC_0010032;0
ISIC_0010037;0
ISIC_0010038;0
ISIC_0010041;0
ISIC_0010042;0
ISIC_0010043;0
ISIC_0010044;0
ISIC_0010046;0
ISIC_0010047;0
ISIC_0010053;0
ISIC_0010055;0
ISIC_0010057;0
ISIC_0010058;0
ISIC_0010059;0
ISIC_0010060;0
ISIC_0010061;0
ISIC_0010062;0
ISIC_0010063;0
ISIC_0010064;0
ISIC_0010066;0
ISIC_0010069;0
ISIC_0010070;0
ISIC_0010071;0
ISIC_0010073;0
ISIC_0010074;0
ISIC_0010075;0
ISIC_0010077;0
ISIC_0010078;0
ISIC_0010086;0
ISIC_0010088;0
ISIC_0010090;0
ISIC_0010092;0
ISIC_0010093;0
ISIC_0010100;0
ISIC_0010102;0
ISIC_0010104;0
ISIC_0010105;0
ISIC_0010168;0
ISIC_0010169;0
ISIC_0010173;0
ISIC_0010176;0
ISIC_0010177;0
ISIC_0010178;0
ISIC_0010180;0
ISIC_0010182;0
ISIC_0010183;0
ISIC_0010184;0
ISIC_0010185;0
ISIC_0010186;0
ISIC_0010187;0
ISIC_0010190;0
ISIC_0010191;0
ISIC_0010192;0
ISIC_0010201;0
ISIC_0010202;0
ISIC_0010204;0
ISIC_0010205;0
ISIC_0010206;0
ISIC_0010212;0
ISIC_0010213;0
ISIC_0010215;0
ISIC_0010216;0
ISIC_0010219;0
ISIC_0010220;0
ISIC_0010222;0
ISIC_0010226;0
ISIC_0010227;0
ISIC_0010228;0
ISIC_0010229;0
ISIC_0010232;0
ISIC_0010233;0
ISIC_0010234;0
ISIC_0010236;0
ISIC_0010237;0
ISIC_0010238;0
ISIC_0010239;0
ISIC_0010244;0
ISIC_0010247;0
ISIC_0010248;0
ISIC_0010249;0
ISIC_0010252;0
ISIC_0010255;0
ISIC_0010256;0
ISIC_0010257;0
ISIC_0010262;0
ISIC_0010263;0
ISIC_0010264;0
ISIC_0010317;0
ISIC_0010318;0
ISIC_0010320;0
ISIC_0010323;0
ISIC_0010326;0
ISIC_0010327;0
ISIC_0010330;0
ISIC_0010332;0
ISIC_0010333;0
ISIC_0010334;0
ISIC_0010335;0
ISIC_0010336;0
ISIC_0010337;0
ISIC_0010339;0
ISIC_0010340;0
ISIC_0010341;0
ISIC_0010342;0
ISIC_0010344;0
ISIC_0010346;0
ISIC_0010347;0
ISIC_0010348;0
ISIC_0010351;0
ISIC_0010356;0
ISIC_0010357;0
ISIC_0010361;0
ISIC_0010362;0
ISIC_0010365;0
ISIC_0010367;0
ISIC_0010368;0
ISIC_0010370;0
ISIC_0010374;0
ISIC_0010382;0
ISIC_0010435;0
ISIC_0010439;0
ISIC_0010442;0
ISIC_0010443;0
ISIC_0010444;0
ISIC_0010445;0
ISIC_0010447;0
ISIC_0010448;0
ISIC_0010449;0
ISIC_0010452;0
ISIC_0010455;0
ISIC_0010456;0
ISIC_0010457;0
ISIC_0010458;0
ISIC_0010459;0
ISIC_0010461;0
ISIC_0010462;0
ISIC_0010463;0
ISIC_0010465;0
ISIC_0010467;0
ISIC_0010472;0
ISIC_0010473;0
ISIC_0010474;0
ISIC_0010475;0
ISIC_0010477;0
ISIC_0010479;0
ISIC_0010480;0
ISIC_0010481;0
ISIC_0010483;0
ISIC_0010487;0
ISIC_0010488;0
ISIC_0010490;0
ISIC_0010492;0
ISIC_0010493;0
ISIC_0010494;0
ISIC_0010496;0
ISIC_0010497;0
ISIC_0010498;0
ISIC_0010552;0
ISIC_0010553;0
ISIC_0010554;0
ISIC_0010557;0
ISIC_0010558;0
ISIC_0010562;0
ISIC_0010565;0
ISIC_0010566;0
ISIC_0010567;0
ISIC_0010568;0
ISIC_0010569;0
ISIC_0010570;0
ISIC_0010571;0
ISIC_0010572;0
ISIC_0010573;0
ISIC_0010574;0
ISIC_0010581;0
ISIC_0010584;0
ISIC_0010585;0
ISIC_0010588;0
ISIC_0010589;0
ISIC_0010590;0
ISIC_0010592;0
ISIC_0010593;0
ISIC_0010595;0
ISIC_0010598;0
ISIC_0010599;0
ISIC_0010602;0
ISIC_0010603;0
ISIC_0010604;0
ISIC_0010605;0
ISIC_0010606;0
ISIC_0010607;0
ISIC_0010844;0
ISIC_0010846;0
ISIC_0010847;0
ISIC_0010848;0
ISIC_0010849;0
ISIC_0010850;0
ISIC_0010851;0
ISIC_0010853;0
ISIC_0010854;0
ISIC_0010856;0
ISIC_0010857;0
ISIC_0010858;0
ISIC_0010861;0
ISIC_0010864;0
ISIC_0011079;0
ISIC_0011081;0
ISIC_0011082;0
ISIC_0011083;0
ISIC_0011084;0
ISIC_0011085;0
ISIC_0011088;0
ISIC_0011089;0
ISIC_0011090;0
ISIC_0011092;0
ISIC_0011097;0
ISIC_0011098;0
ISIC_0011101;0
ISIC_0011102;0
ISIC_0011104;0
ISIC_0011105;0
ISIC_0011107;0
ISIC_0011109;0
ISIC_0011110;0
ISIC_0011114;0
ISIC_0011115;0
ISIC_0011117;0
ISIC_0011119;0
ISIC_0011120;0
ISIC_0011123;0
ISIC_0011124;0
ISIC_0011127;0
ISIC_0011129;0
ISIC_0011131;0
ISIC_0011143;0
ISIC_0011144;0
ISIC_0011146;0
ISIC_0011149;0
ISIC_0011150;0
ISIC_0011155;0
ISIC_0011156;0
ISIC_0011157;0
ISIC_0011159;0
ISIC_0011162;0
ISIC_0011164;0
ISIC_0011165;0
ISIC_0011167;0
ISIC_0011168;0
ISIC_0011170;0
ISIC_0011171;0
ISIC_0011173;0
ISIC_0011177;0
ISIC_0011199;0
ISIC_0011202;0
ISIC_0011203;0
ISIC_0011204;0
ISIC_0011205;0
ISIC_0011207;0
ISIC_0011208;0
ISIC_0011211;0
ISIC_0011212;0
ISIC_0011213;0
ISIC_0011214;0
ISIC_0011218;0
ISIC_0011219;0
ISIC_0011220;0
ISIC_0011223;0
ISIC_0011224;0
ISIC_0011225;0
ISIC_0011227;0
ISIC_0011228;0
ISIC_0011229;0
ISIC_0011230;0
ISIC_0011292;0
ISIC_0011294;0
ISIC_0011296;0
ISIC_0011297;0
ISIC_0011298;0
ISIC_0011300;0
ISIC_0011301;0
ISIC_0011303;0
ISIC_0011304;0
ISIC_0011306;0
ISIC_0011317;0
ISIC_0011322;0
ISIC_0011323;0
ISIC_0011324;0
ISIC_0011326;0
ISIC_0011327;0
ISIC_0011328;0
ISIC_0011330;0
ISIC_0011333;0
ISIC_0011336;0
ISIC_0011338;0
ISIC_0011339;0
ISIC_0011341;0
ISIC_0011343;0
ISIC_0011345;0
ISIC_0011347;0
ISIC_0011352;0
ISIC_0011353;0
ISIC_0011357;0
ISIC_0011358;0
ISIC_0011359;0
ISIC_0011360;0
ISIC_0011361;0
ISIC_0011362;0
ISIC_0011363;0
ISIC_0011367;0
ISIC_0011372;0
ISIC_0011373;0
ISIC_0011378;0
ISIC_0011382;0
ISIC_0011383;0
ISIC_0011384;0
ISIC_0011385;0
ISIC_0011386;0
ISIC_0011393;0
ISIC_0011397;0
ISIC_0011398;0
ISIC_0011402;0
ISIC_0012086;0
ISIC_0012089;0
ISIC_0012090;0
ISIC_0012092;0
ISIC_0012094;0
ISIC_0012095;0
ISIC_0012097;0
ISIC_0012102;0
ISIC_0012105;0
ISIC_0012107;0
ISIC_0012108;0
ISIC_0012109;0
ISIC_0012116;0
ISIC_0012118;0
ISIC_0012126;0
ISIC_0012127;0
ISIC_0012134;0
ISIC_0012135;0
ISIC_0012136;0
ISIC_0012143;0
ISIC_0012147;0
ISIC_0012148;0
ISIC_0012149;0
ISIC_0012155;0
ISIC_0012156;0
ISIC_0012159;0
ISIC_0012160;0
ISIC_0012164;0
ISIC_0012167;0
ISIC_0012173;0
ISIC_0012177;0
ISIC_0012178;0
ISIC_0012179;0
ISIC_0012182;0
ISIC_0012187;0
ISIC_0012191;0
ISIC_0012201;0
ISIC_0012203;0
ISIC_0012204;0
ISIC_0012205;0
ISIC_0012206;0
ISIC_0012207;0
ISIC_0012210;0
ISIC_0012211;0
ISIC_0012212;0
ISIC_0012213;0
ISIC_0012216;0
ISIC_0012221;0
ISIC_0012222;0
ISIC_0012223;0
ISIC_0012224;0
ISIC_0012227;0
ISIC_0012228;0
ISIC_0012230;0
ISIC_0012232;0
ISIC_0012233;0
ISIC_0012235;0
ISIC_0012238;0
ISIC_0012245;0
ISIC_0012246;0
ISIC_0012248;0
ISIC_0012250;0
ISIC_0012253;0
ISIC_0012256;0
ISIC_0012257;0
ISIC_0012259;0
ISIC_0012260;0
ISIC_0012261;0
ISIC_0012263;0
ISIC_0012266;0
ISIC_0012268;0
ISIC_0012271;0
ISIC_0012272;0
ISIC_0012273;0
ISIC_0012278;0
ISIC_0012281;0
ISIC_0012282;0
ISIC_0012284;0
ISIC_0012285;0
ISIC_0012299;0
ISIC_0012303;0
ISIC_0012306;0
ISIC_0012309;0
ISIC_0012311;0
ISIC_0012313;0
ISIC_0012314;0
ISIC_0012316;0
ISIC_0012318;0
ISIC_0012320;0
ISIC_0012323;0
ISIC_0012324;0
ISIC_0012325;0
ISIC_0012329;0
ISIC_0012330;0
ISIC_0012332;0
ISIC_0012333;0
ISIC_0012334;0
ISIC_0012335;0
ISIC_0012338;0
ISIC_0012342;0
ISIC_0012351;0
ISIC_0012357;0
ISIC_0012358;0
ISIC_0012360;0
ISIC_0012363;0
ISIC_0012372;0
ISIC_0012374;0
ISIC_0012376;0
ISIC_0012378;0
ISIC_0012379;0
ISIC_0012381;0
ISIC_0012384;0
ISIC_0012390;0
ISIC_0012400;0
ISIC_0012406;0
ISIC_0012413;0
ISIC_0012415;0
ISIC_0012417;0
ISIC_0012432;0
ISIC_0012442;0
ISIC_0012445;0
ISIC_0012447;0
ISIC_0012448;0
ISIC_0012453;0
ISIC_0012455;0
ISIC_0012464;0
ISIC_0012469;0
ISIC_0012473;0
ISIC_0012475;0
ISIC_0012478;0
ISIC_0012481;0
ISIC_0012484;0
ISIC_0012487;0
ISIC_0012489;0
ISIC_0012493;0
ISIC_0012494;0
ISIC_0012495;0
ISIC_0012496;0
ISIC_0012503;0
ISIC_0012506;0
ISIC_0012508;0
ISIC_0012510;0
ISIC_0012511;0
ISIC_0012516;0
ISIC_0012517;0
ISIC_0012518;0
ISIC_0012520;0
ISIC_0012521;0
ISIC_0012523;0
ISIC_0012526;0
ISIC_0012529;0
ISIC_0012538;0
ISIC_0012539;0
ISIC_0012544;0
ISIC_0012547;0
ISIC_0012548;0
ISIC_0012549;0
ISIC_0012550;0
ISIC_0012551;0
ISIC_0012653;0
ISIC_0012654;0
ISIC_0012655;0
ISIC_0012656;0
ISIC_0012657;0
ISIC_0012658;0
ISIC_0012659;0
ISIC_0012660;0
ISIC_0012661;0
ISIC_0012662;0
ISIC_0012663;0
ISIC_0012664;0
ISIC_0012665;0
ISIC_0012666;0
ISIC_0012669;0
ISIC_0012670;0
ISIC_0012671;0
ISIC_0012672;0
ISIC_0012673;0
ISIC_0012674;0
ISIC_0012675;0
ISIC_0012676;0
ISIC_0012677;0
ISIC_0012679;0
ISIC_0012680;0
ISIC_0012681;0
ISIC_0012682;0
ISIC_0012683;0
ISIC_0012684;0
ISIC_0012685;0
ISIC_0012690;0
ISIC_0012693;0
ISIC_0012697;0
ISIC_0012699;0
ISIC_0012700;0
ISIC_0012702;0
ISIC_0012704;0
ISIC_0012705;0
ISIC_0012706;0
ISIC_0012708;0
ISIC_0012710;0
ISIC_0012711;0
ISIC_0012713;0
ISIC_0012719;0
ISIC_0012720;0
ISIC_0012721;0
ISIC_0012722;0
ISIC_0012725;0
ISIC_0012726;0
ISIC_0012735;0
ISIC_0012737;0
ISIC_0012739;0
ISIC_0012740;0
ISIC_0012741;0
ISIC_0012742;0
ISIC_0012744;0
ISIC_0012746;0
ISIC_0012768;0
ISIC_0012770;0
ISIC_0012773;0
ISIC_0012777;0
ISIC_0012786;0
ISIC_0012789;0
ISIC_0012792;0
ISIC_0012793;0
ISIC_0012803;0
ISIC_0012804;0
ISIC_0012806;0
ISIC_0012810;0
ISIC_0012813;0
ISIC_0012814;0
ISIC_0012823;0
ISIC_0012826;0
ISIC_0012828;0
ISIC_0012835;0
ISIC_0012836;0
ISIC_0012837;0
ISIC_0012840;0
ISIC_0012844;0
ISIC_0012852;0
ISIC_0012855;0
ISIC_0012856;0
ISIC_0012865;0
ISIC_0012871;0
ISIC_0012873;0
ISIC_0012876;0
ISIC_0012877;0
ISIC_0012878;0
ISIC_0012879;0
ISIC_0012880;0
ISIC_0012883;0
ISIC_0012884;0
ISIC_0012888;0
ISIC_0012889;0
ISIC_0012891;0
ISIC_0012897;0
ISIC_0012898;0
ISIC_0012901;0
ISIC_0012902;0
ISIC_0012903;0
ISIC_0012904;0
ISIC_0012905;0
ISIC_0012907;0
ISIC_0012911;0
ISIC_0012932;0
ISIC_0012939;0
ISIC_0012940;0
ISIC_0012941;0
ISIC_0012944;0
ISIC_0012945;0
ISIC_0012949;0
ISIC_0012950;0
ISIC_0012956;0
ISIC_0012957;0
ISIC_0012961;0
ISIC_0012965;0
ISIC_0012966;0
ISIC_0012969;0
ISIC_0012976;0
ISIC_0012981;0
ISIC_0012986;0
ISIC_0012987;0
ISIC_0012999;0
ISIC_0013000;0
ISIC_0013001;0
ISIC_0013007;0
ISIC_0013010;0
ISIC_0013012;0
ISIC_0013015;0
ISIC_0013023;0
ISIC_0013024;0
ISIC_0013025;0
ISIC_0013026;0
ISIC_0013027;0
ISIC_0013031;0
ISIC_0013032;0
ISIC_0013034;0
ISIC_0013035;0
ISIC_0013037;0
ISIC_0013039;0
ISIC_0013044;0
ISIC_0013045;0
ISIC_0013047;0
ISIC_0013048;0
ISIC_0013052;0
ISIC_0013053;0
ISIC_0013054;0
ISIC_0013055;0
ISIC_0013056;0
ISIC_0013063;0
ISIC_0013065;0
ISIC_0013070;0
ISIC_0013071;0
ISIC_0013075;0
ISIC_0013082;0
ISIC_0013084;0
ISIC_0013086;0
ISIC_0013087;0
ISIC_0013089;0
ISIC_0013090;0
ISIC_0013094;0
ISIC_0013096;0
ISIC_0013104;0
ISIC_0013106;0
ISIC_0013109;0
ISIC_0013112;0
ISIC_0013114;0
ISIC_0013118;0
ISIC_0013120;0
ISIC_0013121;0
ISIC_0013124;0
ISIC_0013126;0
ISIC_0013128;0
ISIC_0013129;0
